moving on feels good	positive
crazy how things happen	positive
oh my god just realised i start school until tomorrow	positive
time to get back on track	positive
just wanna make the world dance forget about the price tag	positive
got vera bradley wallet gettina a backpack too excite	positive
such a good mood	positive
my phone is fixed thanks to mario thankyou	positive
ray lewis gets to play one more week	positive
i love receiving sweet text messages daymadethankful	positive
on a side note glee was amazing	positive
great	positive
ravens just won now time to watch my redskins play	positive
i know	positive
i know mrs gray usually cheers me up in the morning now stuck with seriouslyno	positive
as much as i say i want a relationship i got my boy this def the normal me crazynotnormalohwell	positive
have to get out of bed tomorrow	positive
as if dead legacy clothing brand commented on my photo	positive
i have gone red	positive
fuck yes been offered a place at my first choice un	positive
had a really good day yesterday going just as well	positive
country and cod	positive
such a good mood	positive
haha thank you god i do not have school tomorrow or ever	positive
freshly done nails and new makeup i am ready to go back to school	positive
receiving bible verses from random people on an email chain really uplifts my day blesse	positive
the last song then the notebook	positive
am officially on hollybobs an enjoying a beer and miranda	positive
that just made my day	positive
omg omg omg got the cutest paragraph from aw	positive
home sweet wacky waco feels so good to be home	positive
surrounded myself with the most wonderful people so even the worst situations seem okay	positive
very close game got the win though fuckyeahicehocke	positive
oh my god i just realize that not so long until april and the day when you come to swedeen	positive
mom bought me ice cream	positive
i honestly love giving advice and helping people especially someone a lot younger than me	positive
i love how a d who i have started my year off brunettebestfriendnewfriendsworkkidsfamilybabieslovelife	positive
good win ravens	positive
her favorite song became mine after i really listened to it l0l	positive
back in the land with no snow	positive
actually freaking out excite	positive
ahh scary for sure babe	positive
i was gonna go to the gym but i ended up getting ice cream instead and im prefectly okay with that	positive
i wait til and come too nashville dieingontheinside	positive
turned my phone off and actually did some revision	positive
only the first week of my journey and i already feel tons better noticing a couple pounds off too just from changing my diet	positive
give up on my diet i just lie food way too much	positive
writing music i feel so inspired to better myself after making the decision to go to cork gym later getting my running body back	positive
packing for our trip finally getting out of auckland excite	positive
think ever had such a good school holiday best two weeks ever	positive
i thought i ran into something with my car but it was a pineconeand now i am	positive
lol my brother just jumped up and shouted lockout is over fuck ya	positive
glad to be back home	positive
tomorrow will be 10 days till i leave to see justin in concert and 11 days till the concert countdownnashville8hourride	positive
yes yes yes i got true thank u lord	positive
the last song orange juice candles lit and cuddling with bolt mysundaynigh	positive
aw one time just came on my tv	positive
playing songs on guitar that i played in at least 6 months and not missing a single note ithoughtiforgotth	positive
movie and dinner with my man	positive
today has been sso good so far	positive
just heard that song and i felt nothing at all prou	positive
happiest been in ages so happy things are all back to normal lovelife	positive
u made on little girls dream come true now ur making every belieber happy believeacousticthis is the way we like u	positive
my guy tp is free been saying free purton for too long	positive
yeah i finally parallel parked	positive
cosynights are the best nights	positive
so nearly my birthday wish i could be this high on life all the timee	positive
i so like releasing actorsfrom a pin but i do love making the calls to cast3 of em	positive
u made 1 little girls dream come true now ur making every belieber happy believeacousticthis is the way we like u	positive
couch and movie	positive
those people who become a part of your life but made it better thankyou	positive
cant wait till the believeacousticcomes out gosh	positive
school is gonna be wank tomorrow at least the new headphones are coming	positive
omg as if heidi and spencer are on celebrity big brother ahh	positive
i love my girlfriend so much	positive
steven finally has another phone	positive
presque fini mes devoir	positive
yess my roommate is making pancakes	positive
damn i feel good ontopbo	positive
i used my defusior	positive
everything is going according to plan	positive
now that left them they look soo fuking ugly	positive
only got 2 pieces of homework which due in for another week	positive
a whole month with my boy has gone so fast had the most loveliest 4 weeks ever	positive
last day of winter break spending it with my girls and	positive
finally got the internet working on my laptop	positive
great weekend with the boyfriend	positive
i just found my puffer	positive
well just got an old beater of a car round2	positive
rawls back yes	positive
people who make me smile make mme smile	positive
raws back yes	positive
being in a amazing mood for no reason	positive
sometimes relaxing on the weekend is a good thing	positive
hockeysbackthank god	positive
when you have the most amazing 30 min call to someone you seen in 7 years blesse	positive
beaut weekend	positive
babe went to the store only because i wanted something to drink	positive
with ant anja nathan and dan	positive
and i love the fact had no college work to do for 3 weeks	positive
n demain la reprise du hand	positive
so happy is spending the day with me while sick	positive
believeacousitcexcitedhypedsmilebelieberscantw	positive
quoting my mom whether say goodnight or say good morning omg laughing so hard quotmomlaughing	positive
i do love my boy and the fact close to my friends and family is great cute	positive
first placee most entertaining hollabackohioelitenotsuchanoffdayafterall	positive
done with work for the day	positive
my life is at such a high point right now i trade it for anything	positive
phone fell in puddle but thankgod it still works	positive
nothing is going to ruin my mood	positive
finally done with this friggin history sba	positive
and pulling into my driveway now	positive
absolutely love being wanted	positive
wait to see you excite	positive
such a relaxed sunday	positive
love knowing i have the whole of next weekend off work as well and no more 3am wake ups	positive
all my shows are starting up bachelor pll lying game	positive
watchin the ku game then the game	positive
the guy from beaver falls is in big brother	positive
smoke sesh before work	positive
finally had a chance to get out of the house i got all my financial duties paid	positive
i had such a great winter break	positive
god damn i got a good man makin breakfast for lunch spam eggs and tates boyfriendluck	positive
its all good guys i found it	positive
i have one more day of freedom left and even know it dumb	positive
everythings going good just now	positive
i love being able to talk to my boyfriend about anything and everything bestfriendandmylove	positive
i am on	positive
good mood this girl is just amazing goodmoo	positive
vegemite on toast coffee makes me happy aussiebreakfastvegemite	positive
one more day and then back to sa too	positive
weird feeling but i like it	positive
had the most amazing birthday ever this beats out all if my previous birthdays so thankful for all the birthday wishes	positive
bout to get another tatt	positive
weekend made in a matter of minutes	positive
changing who i am for the better	positive
almost 2 hours	positive
that song that can just change your mood instantly	positive
i know about anyone else but i am having a great day blesse	positive
awesome day hung out with some real awesome folks who make me feel like i belong wait till the turkey shoot next sunday	positive
gotta admit i love my life	positive
just been speaking to a lady from your online help section she was brilliant helped me with what colours to go for	positive
such a good feeling knowing someone can do soo much better yet they choose not to aw	positive
relaxing all day has been soo nice so far	positive
ran 5 miles and it feels so good	positive
things have been going my way the past couple days and am in no way complaining	positive
i actually used my time wisely and did all my hw	positive
that chinese was amazing what a lovely end to an amazing holiday	positive
back home in london	positive
got a couple of more weeks until school	positive
amazing christmas break love my friends soo much wait to do it all over again this summer famil	positive
be any happier tbh with how everythings going so far in skiing saturday though come fast enough	positive
got james awesome down picking skills	positive
practice at 6 mind off of everything cheerleadinglovestressfreencahome	positive
i think i made the right choice with this planner	positive
omg setting my alarm has nearly killed me back in the whites to cook tomorrow no	positive
love sunday italian dinners with the fam	positive
well i get to watch ray lewis play again next week	positive
finished my coursework and application form	positive
i know about anybody else but i am having a great day blesse	positive
way to go ravens nice way to start my day my team won	positive
i got to talk to tyler today	positive
food and workout log now started	positive
i do the impossible i found the retro for my little dude yay	positive
saw him today that glance just made my week lol naw semester lol	positive
thank god the nhl lock out is over	positive
such a fun weekend	positive
finally gonna watch the hobbit tonight	positive
just got home so happy but had a fun weekend home	positive
thank you to for fixing my ipad screen on my birthday in an hour made my day so much better because looking great	positive
blue glittery bath and a cup of tea	positive
f u now i can happily bring my turkey sandwich to lunch every day	positive
pizza is on the way	positive
mi retardid baby is back	positive
home home home	positive
going home now	positive
soo good to finally play football ankle pain free	positive
wait for my dress on sat next week is gonna be a good week	positive
love it when i have an unexpected good day	positive
first with a in fei young horse psg ansgar big improvement over yesterday and not bad for our third time doing it	positive
cute little paragraphs honestly make my day fave	positive
when mom asked if i want new boarding equipment	positive
softball starts this month	positive
holy shit i feel like summer was literally 2 weeks ago if being in school keeps going by this fast summer will be here so soon	positive
productive wknd an sum good news house work planned done few weeks the house will see sum changes required	positive
mylifeisawesome myboyfriendisawesome happy mylifeisawesomemyboyfriendisawesome	positive
fine got my wine and listening to salsa what else do i need salsaspanishlatinomu	positive
volleyball practice thank the lord misseditfu	positive
i have a feeling this is really gonna last	positive
aww cute	positive
finally starting to feel like myself again	positive
glad you left out of my life for good	positive
finally got my first from the aw 2012 collection	positive
i accept all my faults in life i accept my worst fears and the key to living relaxed and stress free chillstressfree	positive
lovely weekend with soppytwee	positive
	positive
snuggling in bootcamp sweats watching lifetime movies relaxing	positive
1 harry potter movie work out done 1 more to go and then done for the night making turkey sloppy joes for dinner heal	positive
back with my lads	positive
yeah sit down and watch the game with my daddy	positive
star wars the phantom menace	positive
have had an amazing day	positive
this is going to be a good year	positive
everything happens for a reason and with the way things are now i stand by that statement perfecttiming	positive
going back to school tomorrow kind of a weird feeling but looking forward to see all my frieds	positive
had a nice family reunion in ohio and no school for me tomorrow	positive
just so excited for hockey and fantasy hockey like i went last year pretty hard to not be extremely excited hocke	positive
we are never ever getting back together movedonlaterdone	positive
been 1 week sice bought my beats and i they are fantastic beatsarmysoloh	positive
just made selling one direction tickets i	positive
my best friend is finally using the zero	positive
got something good going on right now	positive
going sleep in a good mood	positive
at sixflags with	positive
good morniing	positive
mylifeisawesome myboyfriendisawesome happy mylifeisawesomemyboyfriendisawesome	positive
wrestling meet wednesday	positive
second time heard little things on the radio today	positive
just signed my lease for my house in oc this summer	positive
when that guy you like texts you	positive
i have 20 subscribers omg	positive
lazy sunday at home with my 2 favorite boys love	positive
got to see him today	positive
with on my bday	positive
wait till my bday iphone iphone iphone yesyesyesy	positive
thank you natalie from great satisfaction in the end custome	positive
finally stepping it up	positive
my birthday is going amazing so far	positive
most amazing and perfect christmas holidays ever wish it never had to end gaytwee	positive
people should smile more life is truly a beautiful thing	positive
pretty much the best nap ever taken	positive
aww well shucks	positive
i am so happy lucky to be sorrounded with people i love they give me such a great feeling of joy my family and friends	positive
saas day tomorrow	positive
proper love my life got the best friends and family	positive
great day riding horses	positive
just dmc	positive
the fact i got to see chris	positive
all settled and back in milly	positive
yes yes yes yes	positive
life is good	positive
i get hooters	positive
such a lovely happy smiley weekend full of laughing	positive
so three points for i get engaged the best weekend i could ask for	positive
finished my essay for english	positive
just took a good 2hr nap	positive
happy for dayzz and years to come	positive
swedish house cd makes me overly happy like too happy	positive
in a mood where i find everything funny	positive
love cute conversations	positive
well its back to mhs first thing tomorrow morning i had a fun break being at home with my momma and seeing my boyfriend linden	positive
have been upset with life lately but need to start appreciating it like i use to going to make 2013 my year hopefulopti	positive
made up i have school tomorrow	positive
lazy sundays church later nevergetsol	positive
watching harry potter beenawhilelove	positive
happy full as fuck boy	positive
buuzzing with good news	positive
it was a long drive lol not sure but	positive
one does not simply enter an italian house and not eat sostuffe	positive
i am in such a good place	positive
i heard you were the shit girl we should blow up together	positive
downtown begins tonight downtonpb	positive
the mood where everything is funny for no reason	positive
i think today has been a pretty amazing day	positive
feeling lucky blesse	positive
strawberries hot chocolate onesie on watching big brother	positive
such a good day	positive
im actually feeling alot better since last month notstresse	positive
spending the day hanging and shopping with and	positive
meal cinema cuddles	positive
i love knowing i have thing to look forward to	positive
michelle your back omg i missed you so much	positive
hockey is back bayz so start growing out the flow and nippin those tendies hard hockeysbacknhl	positive
good volleyball workout	positive
diet starts tomorrow zumba wednesday tthen spin classes start next monday cantwaitsli	positive
so secret has some pretty dope headphones pinknice	positive
looking back it has been such a good christmas	positive
out for dinner with my man	positive
you know that pain you get in your face when been smiling too much yeah me justsawtheboyfrien	positive
got off work early lazy day sunday now	positive
happy bday gma i loves ya lol we sittn here grubbn down man	positive
umm yes that would make me very	positive
is back	positive
family is finally together	positive
new year new term not long until i leave school yayby the end of this month know exactly where my next destination will be	positive
he makes me feel completed	positive
nhl is back letsgorange	positive
snuggled in bed	positive
had the best xmas ny birthday ever this year loved brighton last night deffo have the best friends and family luck	positive
my baby nephew turns 6 months today	positive
what a good day	positive
hair dyed teeth whitened nails to be re done tomorrow definitely a new year xx	positive
got invitedd to the trip to see wickedd	positive
yay i got a 100 on my test	positive
film in bed then sleep	positive
finally got to hear those words i had been waiting on	positive
got a new rinngg	positive
one officiall month with the best best friend	positive
happy because of the people in my life wickedfriendsawesomeboyfrien	positive
yay my love is back today	positive
its amazing how fast time has gone by	positive
was deffo good seeing laura gem serena becky and danny again tonight wohoo	positive
so happy right now going on the up and i have everyone i need	positive
i wrote 2500 words today gradgrin	positive
just woke up from sleeping all day so relaxed today dad just came over it was fun	positive
not looking forward to school tomorrow but this weekend has been the best in a whole	positive
so happy i got my internet back on my phone	positive
today was a good day	positive
honeybooboo marathon on now perfect way to introduce the new season	positive
febuary will be six months with my boy also he on holiday with him april mums wedding 2013 looking good	positive
just got iplayer on my phone didnt think i could	positive
just discovered a radio station that plays nothing but just a minute and one that plays the goon show	positive
loving 2013 so far amazing friends and a perfect family couldnt ask 4 anything more	positive
that awesome feeling knowing you have someone special	positive
and then i wake up to find my fav fics updated	positive
so excited moving into the big room soon yayy been in the smallest room for too long	positive
my hairs so long though	positive
happy happy happy	positive
in a pretty good mood right now	positive
telling zack that you found a new man i hope	positive
just realised i have a pink tint in my hair	positive
cuddles after a great weekend	positive
lush day cwtchesboyf	positive
we are allowed 100ml i think well what yahoo says belfastweeken	positive
with my future boyfriend	positive
yay just got to appartment	positive
my mom making moves with my 15s	positive
hello student loan bout time u showed up	positive
taking care of me because sick and her favorite little princess	positive
only in college for two hours tomorrow e	positive
about time	positive
no more politics ever	positive
only 5 and i already have all my homework done confusedbut	positive
kissyouonedirectionnew	positive
premade sushi and blue gatorade for din din backtocollege	positive
working out is seriously the best feeling heal	positive
just got up sunnycool	positive
this is love boo	positive
had the best weekend in london with andy	positive
after a very long and exhausting weekend so happy to spend my birthday cuddling and watching movies with lovehi	positive
only need to get 3 books for next semester ok ill take it huzz	positive
getting food all i have was	positive
i like where this is going	positive
wish i was back at school besttimeofmylife	positive
just love going to bed with a smile on my face	positive
asdfbjkrj favorites like ok this for sure going to happen like they wouldnt just favorite thoughs tweets if it wasnt right omfg	positive
going to to prestwick airport long way man meanddaddytime	positive
i have the best times with you	positive
words describe how amazing that shower and how much it cheered me and made me feel a lot better	positive
enjoys having a clean car	positive
help but smile	positive
aside from no sleep and feeling like crap today i have had a better saturday night	positive
such an exciting year ahead 18partyzante	positive
smiling again	positive
got a free 1st period tomorrow	positive
life is brief but when gone love goes on and on robin hood good morning monday start the day right	positive
everything really does happen for a reason	positive
guttedabout today but somehow through some amazing friends and pretty god damn	positive
had dinner with mom yesterday got a christmas gift hihi	positive
got the iphone 5	positive
having a good morning text from fuckingblesse	positive
football football and more football	positive
was best thing to do	positive
glad in the end we worked past everything	positive
bueno por fin llega la semana q tanto estaba deseando q llegara	positive
keepin it real chilllifesgoo	positive
yes yes yes yeah finally anubis	positive
havent smiled this much in forever	positive
now watching grown with and counting down to my birthday excite	positive
going home for the summer waahheyy thank the fucking lord cyprusescapethishellhole	positive
out n about with my principes	positive
dinner was awesome starbucks was awesome going home	positive
finally at home on my couch watching the skins game and chillin	positive
i love when going good and holding you back	positive
been to magaluf malia and about 16 other countries also ibiza and knowere comes near scotland i live anywhere else	positive
soo glad i have i i back to school til tuesday	positive
and grease is on tonight	positive
football with my boy lazysundaynflplayoff	positive
better this way	positive
believe the lockout is over soo excited missedhockeypumpe	positive
soo glad i have to go back to school til tuesday	positive
through christ i can do anything he strengthens my soul blessedthankful	positive
love having music on really loud and laying in bed	positive
padre made salmon for dinner and watching the game	positive
just submitted my application to usf now both are my applications are in and im praying someone accepts me lookingfw	positive
treated myself to a new shirt and extensions	positive
things are starting to be okay surprising	positive
feels so good having my hot water bottle back after being stuck with my little sisters and the smelly microwave thing	positive
started to think damn happy to be single	positive
haha sure do the same i do miss it sometimes was so carefree but happy now boyfrien	positive
i could certainly get used to these sweet texts	positive
hello student loan shopping	positive
hoome tealong	positive
the only thing that can make me happy is punjabi music	positive
they were right love is blind i see nothing but you love	positive
who knew my stuff on ebay would really sale so glad everyone is happy with their items and how quickly they received them	positive
might get a little nhl this year after all	positive
yeyy getting my session ticket for rovers	positive
love when tweets	positive
snatch king size bed cuppa tea	positive
once upon midseason premiere tonight yay that means pizza ouatf	positive
stupid things that make you smile	positive
making chocolates with my mommy fatdaydontcare	positive
my going in awesome directions	positive
so exited to see my dad in 26 days cantw	positive
tomorrow i have school not excited lool kiss you	positive
so glad i have one more week out of school	positive
iwasted all my lut lastnight on bud tss no good lol good thingg my brother is always generous to give me bud money	positive
had a great day	positive
loving life atm	positive
no matter what ill love my babe till the end soppytweethappytweetlove	positive
some people never fail to put me in a great mood	positive
ouch my cheeks hurt	positive
on my way to see my aunt	positive
finally	positive
the smell of a home cooked meal never fails to get me excited allaboutmyfoo	positive
seen bruce almighty in ages	positive
is it true that has become a born again christian trueorno	positive
wen he dances nd fools around wen he plays music in my room cuteboyfrien	positive
got best boyfriend and mates me	positive
my daughter made an amazing vegandinner tonight gettingthere	positive
i love my little town in jupiter abacoa great place to live	positive
i love when people know how to drive on the highway	positive
love it when someone actually makes an effort to see me friendslove	positive
happy haft to go to school today	positive
perfect relaxation after deer camp bubblebathpeditoe	positive
my life right now perfe	positive
i ask for a better girlfriend tho	positive
got to spend a little while with my baby today now just laying around bout to watch forgetting sarah marshall okaydaytire	positive
please like my facebook page updatessexyamazinglike	positive
love being with family	positive
revenge is back tonight and the bachelor and pll	positive
kiss you music video tomorrow aahh	positive
chillin with my boyfriend on the last day before classes start back pizza and beer at deerhead	positive
life is great	positive
today i discovered a cracking new word and put me in the best mood	positive
iphone case purse shirt from secrets for under	positive
pizza beer football	positive
what a good weekend	positive
surrounding yourself by people that make you happy and cutting out the rest is probably one of the best decisions you can make	positive
makes me so happy i ask for a better boyfriend	positive
going to visit nonna	positive
this girl is going hot tubing	positive
silent witness is back on again	positive
happy over 200 followers in less than 2 days	positive
good sunday	positive
full house fans favorited my full house tweet holl	positive
ready to get back on my grind	positive
yay for watching the flyers again	positive
for the first time in my whole life my feet are on the ground and im balanced	positive
owl city morninggoodmoo	positive
my older brother is here so mom is making dinner on a sunday	positive
hearing his voice before i sleep makes it all better and the sad go away	positive
so glad not back at college till wednesday longlie	positive
mylifeisawesome myboyfriendisawesome happy mylifeisawesomemyboyfriendisawesome	positive
i love the fact that my nails are getting longer	positive
getting off work early	positive
gloomy day longhairsontcare	positive
omg thanks crie	positive
watching the notebook with my boyfriend best sunday ever thenotebooklove	positive
hockey is back lovinlife	positive
that makes me less nervous for my interview on wednesday now knowing i got an offer after my first interview	positive
finally got netflix o m g	positive
4 more hours i will start my sem break	positive
my life is pretty damn good right now	positive
feel sorry for those going to college tomorrow mine is starting on tuesday	positive
so sad my sister is leaving today but so happy i go to penn state to party with her on thursday	positive
my sockbun worked today	positive
been cleaning and playing just dance 4 since 10 this morning being productive and having fun what a day	positive
i can get my tips died blue again	positive
i love my family friends puppies so optimistic about 2013	positive
had some good exciting news today thats gna help motivateme big time	positive
when you wake up from a long nap	positive
crossed the bridge over into tennessee you	positive
the only thing getting me through this week is knowing i only have to go to school 3 days	positive
well me selfridges was sweet got something to watch on sundays now	positive
haha yeh its made my day downloading it	positive
such a good mood	positive
so happy i got the work and revision i wanted to get done this holidays done	positive
done with my synthesis essays	positive
half way done with the school year	positive
haha yeh its made my day downloading it happy haha yeh its made my day downloading it	positive
well mr selfridges was sweet got something to watch on sundays now	positive
had such a good christmas half term with everyone	positive
percy jackson is on	positive
atleast i dont start school till 11 tomorrow	positive
in less than 24 hours going to be snuggled up in bed with the loveliest person i know	positive
going to bed with a smile on my face things are looking up	positive
lordy he is just omgg hehe	positive
becoming a mom has changed my life i imagine going back to my old life now	positive
last night when u asked me to be with you so	positive
ahh thank you you better have a good sunday too man	positive
ill never be to old for disney disneykidsyoung	positive
always should have known she was the type to get caught sexting 20 year olds bottom line	positive
this break could not have been any better	positive
my nan is massaging my feet relaxedassho	positive
words cannot describe how happy i am to be off work next week centreparcsbestnew	positive
at work lovin life i feel like this is gonna be a good year i had a rough few days but back now with a smile on my face	positive
first time getting to read for luxury in months	positive
had a brill weekend that involved no alcohol with the girls i have the best friends	positive
say this weekend was a success	positive
we will be reunited soon	positive
not prepared to go back to college tomorrow have had the best few weeks with my family and my gorgeous boy and his family	positive
got double piercing done yaay	positive
amazing how a mood can turn so quickly	positive
loving maternity carrying on and not having a sleepless night tonight	positive
guess who care thisgirl	positive
my life has just been made thankyouan	positive
finally bought season 3 of supernatural	positive
one week left before i head back for school	positive
feeling so blessed life is good	positive
school tomorrow but had fun this weekend spent 2 of 3 days with also had a surprise party	positive
the host is coming out in march ah ma gad	positive
wait for a chilled night tomorrow with my boyfriend	positive
ahh such a good mood at the mo back to her usual self	positive
merry christmas to all those who celebrate christmas tomorrow	positive
no school tomorrow going to laugh at everyone hahahah	positive
done so much revision this half term	positive
feels like this is going to be a good year	positive
so happy right now	positive
almost finished editing my sequel	positive
mom said i dont gotta go to school tomorrow	positive
hunger games is on love this movie	positive
had such a good weekend	positive
i will let you know	positive
learning more japanese	positive
when i look at recent picture and smiling i smile harder because my smile was real	positive
i heard that rt games is on love this movie	positive
love seeing all my family together	positive
new priorities new life love	positive
so excited for my private tutor tomorrow sleepynew	positive
i have such an easy schedule this semester	positive
love the fact i had exams before the holidays relaxedchille	positive
got switch to anatomy physiology no more sociology and psychology	positive
yay one roomie is back	positive
i just wanna be happy breakupssuckfollowmefollowbackfolloworfollowfollowmesadjustwannabe	positive
that cake smells good me and shorty do bout to dive inn lol	positive
have been reminded multiple times lately that there are nice people and that i am appreciated that is good for the soul blesse	positive
ordered 3 bathing suits and a new lacrosse stick today is a good day	positive
ahh the rao family finally making the shift to hd channels took way too many years	positive
all i can think about right now is being in italy in february with	positive
start of a great week packer win last night bachelor starts tomorrow and miss america week leave for vegas thursday	positive
positivity boy been drinking my fruit shoot	positive
my pandora station is kicking ass right now mu	positive
some risks are worth it	positive
thank you student loan	positive
never been so happy wrestling in january	positive
my trackpad is now woorkiing owyeeaahh	positive
they say gaining weight so i must be eating good i said not only that but doing me	positive
feeling quite giddy about being a dryathlete for jan and a hangover free miles at 0730 left me really feeling the	positive
so glad im back at school missed cooking for people	positive
wonderful start to this wonderful year	positive
hard to believe what tomorrow	positive
get to see her in a few	positive
saw oomf for the first time in forever alots definitly changed on bot sides but not my feelings for her still love her doe	positive
when my brother says get dressed coming to take you out to eat smoke a few blunts cause he knows sick	positive
alarm set dinner made gym bag packed lessons planned new years resolutions to keep bring it on	positive
steak n shake for dinner tonight	positive
fuck ya frodo you did it	positive
i got so much accomplished today feelingpositive	positive
cannot wait to book our holiday end of the month weekinthesungetawaysunseaandsan	positive
for once i am one happy wee dude these days haha nocomplaintsbringonwork	positive
feel as if i have no worries	positive
screen protectors and belkin view case for my iphone 5 arrived today	positive
what done is worth doing all over again	positive
started my journey towards chennai after a long gap monday morning going to chennai	positive
4 heures de cours demain	positive
expect me to wait around for you forever sorrynotso	positive
decided to stop being nice to people who deserve it bestdecisioneve	positive
i love it when my family is all up at my house	positive
gonna be in the 50s friday	positive
at last student loan has come through	positive
today was one of those days that was as close to perfect as can be the beauty is that it was a regular sunday no bells and whistles	positive
love my family love my friends love my life	positive
my grandma just fot back from her trip i missed her so much	positive
on the plane flight leaves at 6	positive
done with the crap im going to live the good life cruisin day by day laughin at my mistakes in my past movingon	positive
had an awesome shopping day spent some time in my fav place the coachstore	positive
playing with lucy and relaxing all night	positive
pretty relaxing weekend for once and honestly it was a nice change	positive
on the mend cupofteatoastcrocodiledundee	positive
so after church my family actually got along nomored	positive
wen him nd my mom cuss out a person in spanish x d boyfriendfamil	positive
good dayy	positive
good morning surprisingly monday but i feel any monday blues and i feel sleepy at all	positive
a smile can be the most beautiful curve worn	positive
i had such a good day today	positive
mom came home with a new satchel for me today	positive
getting free vip tickets for v fest	positive
drinking sobya in the rain alex	positive
the things that are hardest to do have the best outcomes	positive
got my life together gonna be a great readyschoolt	positive
actually like life at the mo	positive
gathering prom dress ideas to give my dress maker tomorrow 5months till prom excitedjovanisherrihillchristianlouboutin	positive
had such a good day with my chicken	positive
2013 looks like going to be a good one yeyeye	positive
some one else in the family getting married i love weddings cantw	positive
omg yes take a nap and wakeup to an amazing news that your back	positive
good day so far i dont think it could get any better	positive
same old shit different day	positive
mamma just bought the most beautiful diamond rings	positive
for the semester suchanimprovementfromlastye	positive
the first time in a long time that my shoulders hurt from doms not my impingement	positive
ended break on a surprised good note	positive
i am okay with it being a new week because pll returns on tuesday	positive
sub broke new sub on its way but an even bigger one woop musiccarloudnessb	positive
yayy very excited woo	positive
feel so cosy with this hot water bottle ahh	positive
watching a movie eating a wispa	positive
i finally got y second hole pierced yay loveitcute	positive
watching zathura waiting for my subway my brothers are getting	positive
put my nose stud in for 2 months and somehow it close	positive
weekend duty for the semester is done	positive
food finally came	positive
i lovee my lifee	positive
i really have a great life	positive
had the besst day	positive
tonight was rather perfect	positive
got superman footies	positive
excited for my new adventures and this year newyearresolution	positive
starting 2013 on the right track bookings flooding in for this next year going to be a busy one	positive
such a lovely weekend again finished with a gorgeous meal tonight cwtchindianbacktoreal	positive
my mommy bought me cute pink floral flannel sheets	positive
i have officially gone paperless i can cross that off my list of things to do organization	positive
oh hell yeah	positive
after a great day with family delicious food and amazing news going to bed	positive
had a really nice weekend going to bed with a smile on my face	positive
i wanna see you so bad finallyhomeamazing	positive
sunday is without a doubt my favourite day	positive
great meeting you all last night see ya in philly soon i hope mu	positive
i had an amazing weekend	positive
another sober weekend	positive
i gotta say today went better then i thought	positive
tookmelongenoughbut so glad with someone who respects me is actually worth my time	positive
she so deserves this	positive
dinner with and his family	positive
the notebook is on next my night is made	positive
got really obsessed with banjos here lately lovethemmu	positive
pretty sure i just convienced the sweetest person ever to buy a disney ticket and come see me dance	positive
i fall for you more more everyday	positive
now the notebook ah i love abc family lovelove	positive
got my superior 1 exclusive london super comic con cover on order and reserved	positive
i ate a baconator today and every time i burp i taste bacon	positive
mom is consenting to tattoos whatswee	positive
people are moaning about the weight put on i didnt and im loosing it powpow	positive
out of debt again	positive
going back too school first full week back but glad i had a good weekend at home	positive
nice little sleep in and a nice little romantical holiday with the boi excite	positive
my day consisted of watching the time travelers wife a walk to remember the last song and now the notebook meanwhile eating alot	positive
talked to my love bug	positive
i start classes jan 22 and going from full time to part time work	positive
so excited to see all the children at work tomorrow	positive
s songs have got to be the best thing ever always make me feel better	positive
this weekend was pretty good actually	positive
when you have more followers than following is a good feeling	positive
atleast go radio will be there	positive
oh yes abc all night once upon a time and revenge	positive
day off tomorrow fuck you all	positive
high school music and thecheetah girls on netflix	positive
curry lobster for dinner	positive
hearing a sicilian say bitch please might just have made my day littlething	positive
i have the best boyfriend in da world	positive
finally loving myself for who i am prou	positive
great day with my team saw the end of a rainbow rowed in a rainstorm swam in the ocean lovethe	positive
she just drove past me	positive
one of my friends just got married so happy for her may allah bless her marriage and make it successful ia	positive
funny how one little thing can change your mood completely	positive
another week off uni	positive
thinking about my dream missinghe	positive
seahawksare turning this game around	positive
ah ya got a bmw	positive
all smiles on my face	positive
dying off this horrid virus illvirusno	positive
had such a good night in house wait for my get together on saturday	positive
got everyone i need atm	positive
you fucking legend your going up in my estimates	positive
watched wreckitralphwith danolastnight she enjoyed so	positive
when your parents approve of you seeing him score	positive
so happy to have my girlies home springbanksloudagain	positive
using this time to change my outlook on life positive	positive
the notebooks on again	positive
so excited for date night tonight finally get to check out original joes	positive
f r i e n d s and white chocolate	positive
sleepover with my love church in the morning with his family	positive
think i know where my future is heading countylifedogslovehi	positive
finally got a job in a barbers	positive
going on a movie run	positive
hanging out with my babies after a long day in which i gained 75 bobby pins fake lashes self confident and a lot of self respect	positive
gonna spend the nighhtt with him	positive
back to the gym tomorrow lost so much weight last year going to push myself again	positive
had the best 21st my boyfriend family and friends are awesome spoil	positive
today has been great glad that certain someone is bk in my life just hope she stays ontopoftheworl	positive
first day back tomorrow and leaving at lunch	positive
you mean alot to me and youve made my 2013	positive
so what if it hurts me so what if i break down so what if the world just throws me off the end what if my feet run out of ground	positive
love my new phone cover	positive
2013 consists of new friends new loves many adventures and new experiences life	positive
sent it woop	positive
long travel day lost luggage dead phone but finally at home watching the hawks game	positive
the last song the notebook letters to juliet perfectsundayafternoongirlygirl	positive
my phone was in the middle of the road my screen is all smashed up but ayy it still works	positive
